t 	x 	v
52.2800	0.0295	0.0534
52.2900	0.0300	0.0531
52.3000	0.0306	0.0527
52.3100	0.0311	0.0524
52.3200	0.0316	0.0521
52.3300	0.0321	0.0517
52.3400	0.0326	0.0514
52.3500	0.0331	0.0510
52.3600	0.0337	0.0507
52.3700	0.0342	0.0503
52.3800	0.0347	0.0500
52.3900	0.0352	0.0496
52.4000	0.0357	0.0492
52.4100	0.0361	0.0489
52.4200	0.0366	0.0485
52.4300	0.0371	0.0481
52.4400	0.0376	0.0477
52.4500	0.0381	0.0473
52.4600	0.0385	0.0469
52.4700	0.0390	0.0465
52.4800	0.0395	0.0461
52.4900	0.0399	0.0457
52.5000	0.0404	0.0453
52.5100	0.0408	0.0448
52.5200	0.0413	0.0444
52.5300	0.0417	0.0440
52.5400	0.0422	0.0435
52.5500	0.0426	0.0431
52.5600	0.0430	0.0427
52.5700	0.0434	0.0422
52.5800	0.0439	0.0418
52.5900	0.0443	0.0413
52.6000	0.0447	0.0409
52.6100	0.0451	0.0404
52.6200	0.0455	0.0399
52.6300	0.0459	0.0395
52.6400	0.0463	0.0390
52.6500	0.0467	0.0385
52.6600	0.0471	0.0380
52.6700	0.0474	0.0376
52.6800	0.0478	0.0371
52.6900	0.0482	0.0366
52.7000	0.0485	0.0361
52.7100	0.0489	0.0356
52.7200	0.0493	0.0351
52.7300	0.0496	0.0346
52.7400	0.0499	0.0341
52.7500	0.0503	0.0336
52.7600	0.0506	0.0331
52.7700	0.0509	0.0325
52.7800	0.0513	0.0320
52.7900	0.0516	0.0315
52.8000	0.0519	0.0310
52.8100	0.0522	0.0304
52.8200	0.0525	0.0299
52.8300	0.0528	0.0294
52.8400	0.0531	0.0288
52.8500	0.0534	0.0283
52.8600	0.0537	0.0278
52.8700	0.0539	0.0272
52.8800	0.0542	0.0267
52.8900	0.0545	0.0261
52.9000	0.0547	0.0256
52.9100	0.0550	0.0250
52.9200	0.0552	0.0245
52.9300	0.0555	0.0239
52.9400	0.0557	0.0233
52.9500	0.0559	0.0228
52.9600	0.0562	0.0222
52.9700	0.0564	0.0217
52.9800	0.0566	0.0211
52.9900	0.0568	0.0205
53.0000	0.0570	0.0199
53.0100	0.0572	0.0194
53.0200	0.0574	0.0188
53.0300	0.0576	0.0182
53.0400	0.0578	0.0176
53.0500	0.0579	0.0171
53.0600	0.0581	0.0165
53.0700	0.0583	0.0159
53.0800	0.0584	0.0153
53.0900	0.0586	0.0147
53.1000	0.0587	0.0141
53.1100	0.0588	0.0135
53.1200	0.0590	0.0130
53.1300	0.0591	0.0124
53.1400	0.0592	0.0118
53.1500	0.0593	0.0112
53.1600	0.0594	0.0106
53.1700	0.0596	0.0100
53.1800	0.0596	0.0094
53.1900	0.0597	0.0088
53.2000	0.0598	0.0082
53.2100	0.0599	0.0076
53.2200	0.0600	0.0070
53.2300	0.0600	0.0064
53.2400	0.0601	0.0058
53.2500	0.0602	0.0052
53.2600	0.0602	0.0046
53.2700	0.0603	0.0040
53.2800	0.0603	0.0034
53.2900	0.0603	0.0028
53.3000	0.0603	0.0022
53.3100	0.0604	0.0016
53.3200	0.0604	0.0010
53.3300	0.0604	0.0004
53.3400	0.0604	-0.0002
53.3500	0.0604	-0.0008
53.3600	0.0604	-0.0014
53.3700	0.0603	-0.0021
53.3800	0.0603	-0.0027
53.3900	0.0603	-0.0033
53.4000	0.0603	-0.0039
53.4100	0.0602	-0.0045
53.4200	0.0602	-0.0051
53.4300	0.0601	-0.0057
53.4400	0.0601	-0.0063
53.4500	0.0600	-0.0069
53.4600	0.0599	-0.0075
53.4700	0.0598	-0.0081
53.4800	0.0598	-0.0087
53.4900	0.0597	-0.0093
53.5000	0.0596	-0.0099
53.5100	0.0595	-0.0104
53.5200	0.0594	-0.0110
53.5300	0.0593	-0.0116
53.5400	0.0591	-0.0122
53.5500	0.0590	-0.0128
53.5600	0.0589	-0.0134
53.5700	0.0587	-0.0140
53.5800	0.0586	-0.0146
53.5900	0.0584	-0.0152
53.6000	0.0583	-0.0157
53.6100	0.0581	-0.0163
53.6200	0.0580	-0.0169
53.6300	0.0578	-0.0175
53.6400	0.0576	-0.0180
53.6500	0.0574	-0.0186
53.6600	0.0572	-0.0192
53.6700	0.0570	-0.0198
53.6800	0.0568	-0.0203
53.6900	0.0566	-0.0209
53.7000	0.0564	-0.0215
53.7100	0.0562	-0.0220
53.7200	0.0560	-0.0226
53.7300	0.0558	-0.0231
53.7400	0.0555	-0.0237
53.7500	0.0553	-0.0242
53.7600	0.0550	-0.0248
53.7700	0.0548	-0.0253
53.7800	0.0545	-0.0259
53.7900	0.0543	-0.0264
53.8000	0.0540	-0.0269
53.8100	0.0537	-0.0275
53.8200	0.0535	-0.0280
53.8300	0.0532	-0.0285
53.8400	0.0529	-0.0291
53.8500	0.0526	-0.0296
53.8600	0.0523	-0.0301
53.8700	0.0520	-0.0306
53.8800	0.0517	-0.0311
53.8900	0.0514	-0.0316
53.9000	0.0511	-0.0321
53.9100	0.0507	-0.0326
53.9200	0.0504	-0.0331
53.9300	0.0501	-0.0336
53.9400	0.0497	-0.0341
53.9500	0.0494	-0.0346
53.9600	0.0490	-0.0351
53.9700	0.0487	-0.0356
53.9800	0.0483	-0.0360
53.9900	0.0480	-0.0365
54.0000	0.0476	-0.0370
54.0100	0.0472	-0.0374
54.0200	0.0468	-0.0379
54.0300	0.0465	-0.0384
54.0400	0.0461	-0.0388
54.0500	0.0457	-0.0393
54.0600	0.0453	-0.0397
54.0700	0.0449	-0.0401
54.0800	0.0445	-0.0406
54.0900	0.0441	-0.0410
54.1000	0.0437	-0.0414
54.1100	0.0433	-0.0418
54.1200	0.0428	-0.0423
54.1300	0.0424	-0.0427
54.1400	0.0420	-0.0431
54.1500	0.0415	-0.0435
54.1600	0.0411	-0.0439
54.1700	0.0407	-0.0443
54.1800	0.0402	-0.0447
54.1900	0.0398	-0.0451
54.2000	0.0393	-0.0454
54.2100	0.0389	-0.0458
54.2200	0.0384	-0.0462
54.2300	0.0379	-0.0465
54.2400	0.0375	-0.0469
54.2500	0.0370	-0.0473
54.2600	0.0365	-0.0476
54.2700	0.0361	-0.0480
54.2800	0.0356	-0.0483
54.2900	0.0351	-0.0486
54.3000	0.0346	-0.0490
54.3100	0.0341	-0.0493
54.3200	0.0336	-0.0496
54.3300	0.0331	-0.0499
54.3400	0.0326	-0.0502
54.3500	0.0321	-0.0505
54.3600	0.0316	-0.0508
54.3700	0.0311	-0.0511
54.3800	0.0306	-0.0514
54.3900	0.0301	-0.0517
54.4000	0.0295	-0.0520
54.4100	0.0290	-0.0523
54.4200	0.0285	-0.0525
54.4300	0.0280	-0.0528
54.4400	0.0274	-0.0530
54.4500	0.0269	-0.0533
54.4600	0.0264	-0.0535
54.4700	0.0258	-0.0538
54.4800	0.0253	-0.0540
54.4900	0.0248	-0.0542
54.5000	0.0242	-0.0545
54.5100	0.0237	-0.0547
54.5200	0.0231	-0.0549
54.5300	0.0226	-0.0551
54.5400	0.0220	-0.0553
54.5500	0.0215	-0.0555
54.5600	0.0209	-0.0557
54.5700	0.0204	-0.0559
54.5800	0.0198	-0.0560
54.5900	0.0192	-0.0562
54.6000	0.0187	-0.0564
54.6100	0.0181	-0.0565
54.6200	0.0175	-0.0567
54.6300	0.0170	-0.0568
54.6400	0.0164	-0.0570
54.6500	0.0158	-0.0571
54.6600	0.0153	-0.0573
54.6700	0.0147	-0.0574
54.6800	0.0141	-0.0575
54.6900	0.0135	-0.0576
54.7000	0.0130	-0.0577
54.7100	0.0124	-0.0578
54.7200	0.0118	-0.0579
54.7300	0.0112	-0.0580
54.7400	0.0106	-0.0581
54.7500	0.0101	-0.0582
54.7600	0.0095	-0.0582
54.7700	0.0089	-0.0583
54.7800	0.0083	-0.0584
54.7900	0.0077	-0.0584
54.8000	0.0071	-0.0585
54.8100	0.0066	-0.0585
54.8200	0.0060	-0.0586
54.8300	0.0054	-0.0586
54.8400	0.0048	-0.0586
54.8500	0.0042	-0.0586
54.8600	0.0036	-0.0586
54.8700	0.0030	-0.0586
54.8800	0.0025	-0.0587
54.8900	0.0019	-0.0586
54.9000	0.0013	-0.0586
54.9100	0.0007	-0.0586
54.9200	0.0001	-0.0586
54.9300	-0.0005	-0.0586
54.9400	-0.0011	-0.0585
54.9500	-0.0016	-0.0585
54.9600	-0.0022	-0.0585
54.9700	-0.0028	-0.0584
54.9800	-0.0034	-0.0583
54.9900	-0.0040	-0.0583
55.0000	-0.0046	-0.0582
55.0100	-0.0051	-0.0581
55.0200	-0.0057	-0.0581
55.0300	-0.0063	-0.0580
55.0400	-0.0069	-0.0579
55.0500	-0.0075	-0.0578
55.0600	-0.0080	-0.0577
55.0700	-0.0086	-0.0576
55.0800	-0.0092	-0.0575
55.0900	-0.0098	-0.0573
55.1000	-0.0103	-0.0572
55.1100	-0.0109	-0.0571
55.1200	-0.0115	-0.0570
55.1300	-0.0120	-0.0568
55.1400	-0.0126	-0.0567
55.1500	-0.0132	-0.0565
55.1600	-0.0137	-0.0564
55.1700	-0.0143	-0.0562
55.1800	-0.0149	-0.0560
55.1900	-0.0154	-0.0558
55.2000	-0.0160	-0.0557
55.2100	-0.0165	-0.0555
55.2200	-0.0171	-0.0553
55.2300	-0.0176	-0.0551
55.2400	-0.0182	-0.0549
55.2500	-0.0187	-0.0547
55.2600	-0.0193	-0.0545
55.2700	-0.0198	-0.0543
55.2800	-0.0204	-0.0540
55.2900	-0.0209	-0.0538
55.3000	-0.0215	-0.0536
55.3100	-0.0220	-0.0533
55.3200	-0.0225	-0.0531
55.3300	-0.0230	-0.0528
55.3400	-0.0236	-0.0526
55.3500	-0.0241	-0.0523
55.3600	-0.0246	-0.0521
55.3700	-0.0251	-0.0518
55.3800	-0.0257	-0.0515
55.3900	-0.0262	-0.0512
55.4000	-0.0267	-0.0510
55.4100	-0.0272	-0.0507
55.4200	-0.0277	-0.0504
55.4300	-0.0282	-0.0501
55.4400	-0.0287	-0.0498
55.4500	-0.0292	-0.0495
55.4600	-0.0297	-0.0491
55.4700	-0.0302	-0.0488
55.4800	-0.0307	-0.0485
55.4900	-0.0311	-0.0482
55.5000	-0.0316	-0.0478
55.5100	-0.0321	-0.0475
55.5200	-0.0326	-0.0472
55.5300	-0.0330	-0.0468
55.5400	-0.0335	-0.0465
55.5500	-0.0340	-0.0461
55.5600	-0.0344	-0.0458
55.5700	-0.0349	-0.0454
55.5800	-0.0353	-0.0450
55.5900	-0.0358	-0.0447
55.6000	-0.0362	-0.0443
55.6100	-0.0367	-0.0439
55.6200	-0.0371	-0.0435
55.6300	-0.0375	-0.0431
55.6400	-0.0380	-0.0428
55.6500	-0.0384	-0.0424
55.6600	-0.0388	-0.0420
55.6700	-0.0392	-0.0416
55.6800	-0.0397	-0.0411
55.6900	-0.0401	-0.0407
55.7000	-0.0405	-0.0403
55.7100	-0.0409	-0.0399
55.7200	-0.0413	-0.0395
55.7300	-0.0417	-0.0391
55.7400	-0.0420	-0.0386
55.7500	-0.0424	-0.0382
55.7600	-0.0428	-0.0378
55.7700	-0.0432	-0.0373
55.7800	-0.0436	-0.0369
55.7900	-0.0439	-0.0364
55.8000	-0.0443	-0.0360
55.8100	-0.0446	-0.0355
55.8200	-0.0450	-0.0351
55.8300	-0.0453	-0.0346
55.8400	-0.0457	-0.0341
55.8500	-0.0460	-0.0337
55.8600	-0.0464	-0.0332
55.8700	-0.0467	-0.0327
55.8800	-0.0470	-0.0322
55.8900	-0.0473	-0.0318
55.9000	-0.0477	-0.0313
55.9100	-0.0480	-0.0308
55.9200	-0.0483	-0.0303
55.9300	-0.0486	-0.0298
55.9400	-0.0489	-0.0293
55.9500	-0.0492	-0.0288
55.9600	-0.0494	-0.0283
55.9700	-0.0497	-0.0278
55.9800	-0.0500	-0.0273
55.9900	-0.0503	-0.0268
56.0000	-0.0505	-0.0263
56.0100	-0.0508	-0.0258
56.0200	-0.0511	-0.0253
56.0300	-0.0513	-0.0248
56.0400	-0.0515	-0.0242
56.0500	-0.0518	-0.0237
56.0600	-0.0520	-0.0232
56.0700	-0.0523	-0.0227
56.0800	-0.0525	-0.0221
56.0900	-0.0527	-0.0216
56.1000	-0.0529	-0.0211
56.1100	-0.0531	-0.0206
56.1200	-0.0533	-0.0200
56.1300	-0.0535	-0.0195
56.1400	-0.0537	-0.0189
56.1500	-0.0539	-0.0184
56.1600	-0.0541	-0.0179
56.1700	-0.0543	-0.0173
56.1800	-0.0544	-0.0168
56.1900	-0.0546	-0.0162
56.2000	-0.0547	-0.0157
56.2100	-0.0549	-0.0151
56.2200	-0.0550	-0.0146
56.2300	-0.0552	-0.0140
56.2400	-0.0553	-0.0135
56.2500	-0.0555	-0.0129
56.2600	-0.0556	-0.0124
56.2700	-0.0557	-0.0118
56.2800	-0.0558	-0.0112
56.2900	-0.0559	-0.0107
56.3000	-0.0560	-0.0101
56.3100	-0.0561	-0.0096
56.3200	-0.0562	-0.0090
56.3300	-0.0563	-0.0084
56.3400	-0.0564	-0.0079
56.3500	-0.0565	-0.0073
56.3600	-0.0565	-0.0067
56.3700	-0.0566	-0.0062
56.3800	-0.0567	-0.0056
56.3900	-0.0567	-0.0050
56.4000	-0.0568	-0.0045
56.4100	-0.0568	-0.0039
56.4200	-0.0568	-0.0033
56.4300	-0.0569	-0.0028
56.4400	-0.0569	-0.0022
56.4500	-0.0569	-0.0016
56.4600	-0.0569	-0.0011
56.4700	-0.0569	-0.0005
56.4800	-0.0569	0.0001
56.4900	-0.0569	0.0007
56.5000	-0.0569	0.0012
56.5100	-0.0569	0.0018
56.5200	-0.0569	0.0024
56.5300	-0.0569	0.0029
56.5400	-0.0568	0.0035
56.5500	-0.0568	0.0041
56.5600	-0.0568	0.0046
56.5700	-0.0567	0.0052
56.5800	-0.0567	0.0058
56.5900	-0.0566	0.0063
56.6000	-0.0565	0.0069
56.6100	-0.0565	0.0075
56.6200	-0.0564	0.0080
56.6300	-0.0563	0.0086
56.6400	-0.0562	0.0091
56.6500	-0.0561	0.0097
56.6600	-0.0560	0.0103
56.6700	-0.0559	0.0108
56.6800	-0.0558	0.0114
56.6900	-0.0557	0.0119
56.7000	-0.0556	0.0125
56.7100	-0.0554	0.0131
56.7200	-0.0553	0.0136
56.7300	-0.0552	0.0142
56.7400	-0.0550	0.0147
56.7500	-0.0549	0.0153
56.7600	-0.0547	0.0158
56.7700	-0.0545	0.0163
56.7800	-0.0544	0.0169
56.7900	-0.0542	0.0174
56.8000	-0.0540	0.0180
56.8100	-0.0538	0.0185
56.8200	-0.0537	0.0190
56.8300	-0.0535	0.0196
56.8400	-0.0533	0.0201
56.8500	-0.0531	0.0206
56.8600	-0.0529	0.0212
56.8700	-0.0526	0.0217
56.8800	-0.0524	0.0222
56.8900	-0.0522	0.0227
56.9000	-0.0520	0.0232
56.9100	-0.0517	0.0238
56.9200	-0.0515	0.0243
56.9300	-0.0512	0.0248
56.9400	-0.0510	0.0253
56.9500	-0.0507	0.0258
56.9600	-0.0505	0.0263
56.9700	-0.0502	0.0268
56.9800	-0.0499	0.0273
56.9900	-0.0497	0.0278
57.0000	-0.0494	0.0283
57.0100	-0.0491	0.0287
57.0200	-0.0488	0.0292
57.0300	-0.0485	0.0297
57.0400	-0.0482	0.0302
57.0500	-0.0479	0.0307
57.0600	-0.0476	0.0311
57.0700	-0.0473	0.0316
57.0800	-0.0470	0.0321
57.0900	-0.0467	0.0325
57.1000	-0.0463	0.0330
57.1100	-0.0460	0.0334
57.1200	-0.0457	0.0339
57.1300	-0.0453	0.0343
57.1400	-0.0450	0.0348
57.1500	-0.0446	0.0352
57.1600	-0.0443	0.0356
57.1700	-0.0439	0.0361
57.1800	-0.0435	0.0365
57.1900	-0.0432	0.0369
57.2000	-0.0428	0.0373
57.2100	-0.0424	0.0378
57.2200	-0.0421	0.0382
57.2300	-0.0417	0.0386
57.2400	-0.0413	0.0390
57.2500	-0.0409	0.0394
57.2600	-0.0405	0.0398
57.2700	-0.0401	0.0402
57.2800	-0.0397	0.0406
57.2900	-0.0393	0.0409
57.3000	-0.0389	0.0413
57.3100	-0.0385	0.0417
57.3200	-0.0380	0.0421
57.3300	-0.0376	0.0424
57.3400	-0.0372	0.0428
57.3500	-0.0368	0.0431
57.3600	-0.0363	0.0435
57.3700	-0.0359	0.0438
57.3800	-0.0354	0.0442
57.3900	-0.0350	0.0445
57.4000	-0.0346	0.0449
57.4100	-0.0341	0.0452
57.4200	-0.0337	0.0455
57.4300	-0.0332	0.0458
57.4400	-0.0327	0.0461
57.4500	-0.0323	0.0464
57.4600	-0.0318	0.0467
57.4700	-0.0313	0.0470
57.4800	-0.0309	0.0473
57.4900	-0.0304	0.0476
57.5000	-0.0299	0.0479
57.5100	-0.0294	0.0482
57.5200	-0.0290	0.0485
57.5300	-0.0285	0.0487
57.5400	-0.0280	0.0490
57.5500	-0.0275	0.0493
57.5600	-0.0270	0.0495
57.5700	-0.0265	0.0498
57.5800	-0.0260	0.0500
57.5900	-0.0255	0.0502
57.6000	-0.0250	0.0505
57.6100	-0.0245	0.0507
57.6200	-0.0240	0.0509
57.6300	-0.0235	0.0511
57.6400	-0.0230	0.0514
57.6500	-0.0224	0.0516
57.6600	-0.0219	0.0518
57.6700	-0.0214	0.0520
57.6800	-0.0209	0.0522
57.6900	-0.0204	0.0523
57.7000	-0.0198	0.0525
57.7100	-0.0193	0.0527
57.7200	-0.0188	0.0529
57.7300	-0.0183	0.0530
57.7400	-0.0177	0.0532
57.7500	-0.0172	0.0533
57.7600	-0.0167	0.0535
57.7700	-0.0161	0.0536
57.7800	-0.0156	0.0538
57.7900	-0.0150	0.0539
57.8000	-0.0145	0.0540
57.8100	-0.0140	0.0541
57.8200	-0.0134	0.0543
57.8300	-0.0129	0.0544
57.8400	-0.0123	0.0545
57.8500	-0.0118	0.0546
57.8600	-0.0112	0.0547
57.8700	-0.0107	0.0548
57.8800	-0.0101	0.0548
57.8900	-0.0096	0.0549
57.9000	-0.0090	0.0550
57.9100	-0.0085	0.0550
57.9200	-0.0079	0.0551
57.9300	-0.0074	0.0552
57.9400	-0.0068	0.0552
57.9500	-0.0063	0.0553
57.9600	-0.0057	0.0553
57.9700	-0.0052	0.0553
57.9800	-0.0046	0.0553
57.9900	-0.0041	0.0554
58.0000	-0.0035	0.0554
58.0100	-0.0030	0.0554
58.0200	-0.0024	0.0554
58.0300	-0.0019	0.0554
58.0400	-0.0013	0.0554
58.0500	-0.0008	0.0554
58.0600	-0.0002	0.0554
58.0700	0.0004	0.0553
58.0800	0.0009	0.0553
58.0900	0.0015	0.0553
58.1000	0.0020	0.0552
58.1100	0.0026	0.0552
58.1200	0.0031	0.0551
58.1300	0.0037	0.0551
58.1400	0.0042	0.0550
58.1500	0.0048	0.0549
58.1600	0.0053	0.0549
58.1700	0.0059	0.0548
58.1800	0.0064	0.0547
58.1900	0.0070	0.0546
58.2000	0.0075	0.0545
58.2100	0.0080	0.0544
58.2200	0.0086	0.0543
58.2300	0.0091	0.0542
58.2400	0.0097	0.0541
58.2500	0.0102	0.0540
58.2600	0.0108	0.0538
58.2700	0.0113	0.0537
58.2800	0.0118	0.0536
58.2900	0.0124	0.0534
58.3000	0.0129	0.0533
58.3100	0.0134	0.0531
58.3200	0.0140	0.0530
58.3300	0.0145	0.0528
58.3400	0.0150	0.0526
58.3500	0.0155	0.0525
58.3600	0.0161	0.0523
58.3700	0.0166	0.0521
58.3800	0.0171	0.0519
58.3900	0.0176	0.0517
58.4000	0.0181	0.0515
58.4100	0.0187	0.0513
58.4200	0.0192	0.0511
58.4300	0.0197	0.0509
58.4400	0.0202	0.0507
58.4500	0.0207	0.0505
58.4600	0.0212	0.0502
58.4700	0.0217	0.0500
58.4800	0.0222	0.0498
58.4900	0.0227	0.0495
58.5000	0.0232	0.0493
58.5100	0.0237	0.0490
58.5200	0.0242	0.0488
58.5300	0.0247	0.0485
58.5400	0.0251	0.0482
58.5500	0.0256	0.0480
58.5600	0.0261	0.0477
58.5700	0.0266	0.0474
58.5800	0.0270	0.0471
58.5900	0.0275	0.0468
58.6000	0.0280	0.0465
58.6100	0.0284	0.0462
58.6200	0.0289	0.0459
58.6300	0.0294	0.0456
58.6400	0.0298	0.0453
58.6500	0.0303	0.0450
58.6600	0.0307	0.0447
58.6700	0.0312	0.0444
58.6800	0.0316	0.0440
58.6900	0.0320	0.0437
58.7000	0.0325	0.0434
58.7100	0.0329	0.0430
58.7200	0.0333	0.0427
58.7300	0.0338	0.0423
58.7400	0.0342	0.0420
58.7500	0.0346	0.0416
58.7600	0.0350	0.0413
58.7700	0.0354	0.0409
58.7800	0.0358	0.0405
58.7900	0.0362	0.0401
58.8000	0.0366	0.0398
58.8100	0.0370	0.0394
58.8200	0.0374	0.0390
58.8300	0.0378	0.0386
58.8400	0.0382	0.0382
58.8500	0.0386	0.0378
58.8600	0.0390	0.0374
58.8700	0.0393	0.0370
58.8800	0.0397	0.0366
58.8900	0.0401	0.0362
58.9000	0.0404	0.0358
58.9100	0.0408	0.0354
58.9200	0.0411	0.0350
58.9300	0.0415	0.0345
58.9400	0.0418	0.0341
58.9500	0.0422	0.0337
58.9600	0.0425	0.0333
58.9700	0.0428	0.0328
58.9800	0.0432	0.0324
58.9900	0.0435	0.0320
59.0000	0.0438	0.0315
59.0100	0.0441	0.0311
59.0200	0.0444	0.0306
59.0300	0.0447	0.0302
59.0400	0.0450	0.0297
59.0500	0.0453	0.0292
59.0600	0.0456	0.0288
59.0700	0.0459	0.0283
59.0800	0.0462	0.0279
59.0900	0.0464	0.0274
59.1000	0.0467	0.0269
59.1100	0.0470	0.0264
59.1200	0.0472	0.0260
59.1300	0.0475	0.0255
59.1400	0.0478	0.0250
59.1500	0.0480	0.0245
59.1600	0.0482	0.0240
59.1700	0.0485	0.0235
59.1800	0.0487	0.0231
59.1900	0.0489	0.0226
59.2000	0.0492	0.0221
59.2100	0.0494	0.0216
59.2200	0.0496	0.0211
59.2300	0.0498	0.0206
59.2400	0.0500	0.0201
59.2500	0.0502	0.0196
59.2600	0.0504	0.0191
59.2700	0.0506	0.0186
59.2800	0.0508	0.0180
59.2900	0.0509	0.0175
59.3000	0.0511	0.0170
59.3100	0.0513	0.0165
59.3200	0.0515	0.0160
59.3300	0.0516	0.0155
59.3400	0.0518	0.0150
59.3500	0.0519	0.0144
59.3600	0.0520	0.0139
59.3700	0.0522	0.0134
59.3800	0.0523	0.0129
59.3900	0.0524	0.0123
59.4000	0.0526	0.0118
59.4100	0.0527	0.0113
59.4200	0.0528	0.0108
59.4300	0.0529	0.0102
59.4400	0.0530	0.0097
59.4500	0.0531	0.0092
59.4600	0.0532	0.0086
59.4700	0.0533	0.0081
59.4800	0.0533	0.0076
59.4900	0.0534	0.0070
59.5000	0.0535	0.0065
59.5100	0.0535	0.0060
59.5200	0.0536	0.0054
59.5300	0.0537	0.0049
59.5400	0.0537	0.0044
59.5500	0.0537	0.0038
59.5600	0.0538	0.0033
59.5700	0.0538	0.0027
59.5800	0.0538	0.0022
59.5900	0.0538	0.0017
59.6000	0.0539	0.0011
59.6100	0.0539	0.0006
59.6200	0.0539	0.0001
59.6300	0.0539	-0.0005
59.6400	0.0539	-0.0010
59.6500	0.0539	-0.0016
59.6600	0.0538	-0.0021
59.6700	0.0538	-0.0026
59.6800	0.0538	-0.0032
59.6900	0.0537	-0.0037
59.7000	0.0537	-0.0043
59.7100	0.0537	-0.0048
59.7200	0.0536	-0.0053
59.7300	0.0536	-0.0059
59.7400	0.0535	-0.0064
59.7500	0.0534	-0.0069
59.7600	0.0534	-0.0075
59.7700	0.0533	-0.0080
59.7800	0.0532	-0.0085
59.7900	0.0531	-0.0091
59.8000	0.0530	-0.0096
59.8100	0.0529	-0.0101
59.8200	0.0528	-0.0106
59.8300	0.0527	-0.0112
59.8400	0.0526	-0.0117
59.8500	0.0525	-0.0122
59.8600	0.0523	-0.0127
59.8700	0.0522	-0.0133
59.8800	0.0521	-0.0138
59.8900	0.0519	-0.0143
59.9000	0.0518	-0.0148
59.9100	0.0516	-0.0153
59.9200	0.0515	-0.0159
59.9300	0.0513	-0.0164
59.9400	0.0512	-0.0169
59.9500	0.0510	-0.0174
59.9600	0.0508	-0.0179
59.9700	0.0506	-0.0184
59.9800	0.0504	-0.0189
59.9900	0.0503	-0.0194
60.0000	0.0501	-0.0199
60.0100	0.0499	-0.0204
60.0200	0.0496	-0.0209
60.0300	0.0494	-0.0214
60.0400	0.0492	-0.0219
60.0500	0.0490	-0.0224
60.0600	0.0488	-0.0228
60.0700	0.0485	-0.0233
60.0800	0.0483	-0.0238
60.0900	0.0481	-0.0243
60.1000	0.0478	-0.0248
60.1100	0.0476	-0.0252
60.1200	0.0473	-0.0257
60.1300	0.0471	-0.0262
60.1400	0.0468	-0.0266
60.1500	0.0465	-0.0271
60.1600	0.0463	-0.0275
60.1700	0.0460	-0.0280
60.1800	0.0457	-0.0285
60.1900	0.0454	-0.0289
60.2000	0.0451	-0.0294
60.2100	0.0448	-0.0298
60.2200	0.0445	-0.0302
60.2300	0.0442	-0.0307
60.2400	0.0439	-0.0311
60.2500	0.0436	-0.0315
60.2600	0.0433	-0.0320
60.2700	0.0430	-0.0324
60.2800	0.0426	-0.0328
60.2900	0.0423	-0.0332
60.3000	0.0420	-0.0336
60.3100	0.0416	-0.0340
60.3200	0.0413	-0.0344
60.3300	0.0409	-0.0349
60.3400	0.0406	-0.0352
60.3500	0.0402	-0.0356
60.3600	0.0399	-0.0360
60.3700	0.0395	-0.0364
60.3800	0.0391	-0.0368
60.3900	0.0388	-0.0372
60.4000	0.0384	-0.0376
60.4100	0.0380	-0.0379
60.4200	0.0376	-0.0383
60.4300	0.0373	-0.0387
60.4400	0.0369	-0.0390
60.4500	0.0365	-0.0394
60.4600	0.0361	-0.0397
60.4700	0.0357	-0.0401
60.4800	0.0353	-0.0404
60.4900	0.0349	-0.0408
60.5000	0.0345	-0.0411
60.5100	0.0340	-0.0414
60.5200	0.0336	-0.0417
60.5300	0.0332	-0.0421
60.5400	0.0328	-0.0424
60.5500	0.0324	-0.0427
60.5600	0.0319	-0.0430
60.5700	0.0315	-0.0433
60.5800	0.0311	-0.0436
60.5900	0.0306	-0.0439
60.6000	0.0302	-0.0442
60.6100	0.0298	-0.0445
60.6200	0.0293	-0.0448
60.6300	0.0289	-0.0450
60.6400	0.0284	-0.0453
60.6500	0.0279	-0.0456
60.6600	0.0275	-0.0458
60.6700	0.0270	-0.0461
60.6800	0.0266	-0.0463
60.6900	0.0261	-0.0466
60.7000	0.0256	-0.0468
60.7100	0.0252	-0.0471
60.7200	0.0247	-0.0473
60.7300	0.0242	-0.0475
60.7400	0.0237	-0.0477
60.7500	0.0233	-0.0480
60.7600	0.0228	-0.0482
60.7700	0.0223	-0.0484
60.7800	0.0218	-0.0486
60.7900	0.0213	-0.0488
60.8000	0.0208	-0.0490
60.8100	0.0204	-0.0492
60.8200	0.0199	-0.0494
60.8300	0.0194	-0.0495
60.8400	0.0189	-0.0497
60.8500	0.0184	-0.0499
60.8600	0.0179	-0.0500
60.8700	0.0174	-0.0502
60.8800	0.0169	-0.0503
60.8900	0.0164	-0.0505
60.9000	0.0159	-0.0506
60.9100	0.0154	-0.0508
60.9200	0.0148	-0.0509
60.9300	0.0143	-0.0510
60.9400	0.0138	-0.0511
60.9500	0.0133	-0.0513
60.9600	0.0128	-0.0514
60.9700	0.0123	-0.0515
60.9800	0.0118	-0.0516
60.9900	0.0113	-0.0517
61.0000	0.0107	-0.0518
61.0100	0.0102	-0.0518
61.0200	0.0097	-0.0519
61.0300	0.0092	-0.0520
61.0400	0.0087	-0.0521
61.0500	0.0081	-0.0521
61.0600	0.0076	-0.0522
61.0700	0.0071	-0.0522
61.0800	0.0066	-0.0523
